公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
1466,聚隆,435555,354739,494983,22.78,-12.0,5233837,5869801,-10.83
1467,南緯實業,327470,228910,330267,43.05,-0.84,3254211,3524039,-7.65
1468,昶和纖維,32224,40475,57768,-20.38,-44.21,508389,697185,-27.07
1469,理隆纖維,38538,26853,14332,43.51,168.89,594440,813852,-26.95
1470,大統染,60636,62338,49543,-2.73,22.39,696713,789031,-11.7
1472,三洋紡,67184,72474,57472,-7.29,16.89,742030,1177177,-36.96
1473,台南企業,642011,567488,800233,13.13,-19.77,8108266,7409444,9.43
1474,弘裕,264226,294764,273532,-10.36,-3.4,3083897,3675328,-16.09
1475,本盟光電,12686,13391,10226,-5.26,24.05,223480,366496,-39.02
1476,儒鴻,908191,1726784,816438,-47.4,11.23,13543118,10783246,25.59
1477,聚陽實業,795968,944651,913311,-15.73,-12.84,15567499,14864936,4.72
4414,如興,283410,187381,232788,51.24,21.74,2527669,2517621,0.39
4426,利勤實業,92239,86978,55572,6.04,65.98,1024298,619029,65.46
1503,士電,1102333,1115337,1366545,-1.16,-19.33,15093713,16154539,-6.56
1504,東元電機,2064802,1928564,2279528,7.06,-9.41,25613796,26028227,-1.59
1506,正道,77491,79474,95838,-2.49,-19.14,1012896,1004362,0.84
1507,永大機電,432822,359421,341580,20.42,26.71,4110953,3797902,8.24
1512,瑞利,183255,233326,286465,-21.45,-36.02,2439023,2810309,-13.21
1513,中興電,1210086,503559,516385,140.3,134.33,7728547,7500347,3.04
1514,亞力電機,372506,247671,358910,50.4,3.78,3742777,3343688,11.93
1515,力山,323600,293931,174676,10.09,85.25,3215540,2422168,32.75
1517,利奇機械,226036,197679,230369,14.34,-1.88,2304397,2114289,8.99
1519,華城電機,548303,287710,614089,90.57,-10.71,4093957,4541532,-9.85
1521,大億,351641,388841,415953,-9.56,-15.46,4220200,4185204,0.83
1522,堤維西,696792,712506,755626,-2.2,-7.78,8631686,8413227,2.59
1524,耿鼎企業,234385,232018,286827,1.02,-18.28,2755178,3145432,-12.4
1525,江申工業,86702,116865,118040,-25.81,-26.54,1419741,1305855,8.72
1526,日馳,57216,44167,57863,29.54,-1.11,584540,624608,-6.41
1527,鑽全,202667,159943,223841,26.71,-9.45,2528655,2779555,-9.02
1528,恩德,125558,147039,157643,-14.6,-20.35,2366635,2817403,-15.99
1529,樂士,8027,6430,3748,24.83,114.16,82445,105548,-21.88
1530,亞崴機電,246093,271433,372759,-9.33,-33.98,3360648,3208039,4.75
1531,高林股,144038,162883,165133,-11.56,-12.77,2102319,3391166,-38.0
1533,車王電,123432,94137,128092,31.11,-3.63,1278404,1483154,-13.8
1535,中宇,1093488,966962,945644,13.08,15.63,9436877,8432631,11.9
1536,和大工業,312687,260418,245303,20.07,27.46,3384623,2654575,27.5
1537,廣隆光電,419783,405741,378024,3.46,11.04,4900434,4041963,21.23
1538,正峰新,58531,62320,75282,-6.07,-22.25,760627,940886,-19.15
1539,巨庭機械,130868,94714,77399,38.17,69.08,1376504,1042087,32.09
1540,喬福機械,43789,64479,166167,-32.08,-73.64,1231745,1320817,-6.74
1541,錩泰,52186,90360,118236,-42.24,-55.86,1305803,1069856,22.05
1558,伸興,280431,346301,275840,-19.02,1.66,4747474,4477060,6.03
1560,中砂,318336,319904,293922,-0.49,8.3,3858205,3840561,0.45
1568,倉佑,121183,123544,149466,-1.91,-18.92,1464113,1444766,1.33
1583,程泰,245103,194005,342827,26.33,-28.5,2808454,2585970,8.6
2049,上銀科技,756708,812515,1061137,-6.86,-28.68,10904360,14134259,-22.85
2228,劍麟,113337,119971,101607,-5.52,11.54,1607470,1493177,7.65
2231,為升,108601,110207,84726,-1.45,28.17,1206115,1006852,19.79
2371,大同,3012512,2120899,2915362,42.03,3.33,32185089,38408479,-16.2
3167,大量科技,118372,35008,93897,238.12,26.06,1829350,1917647,-4.6
4526,東台,301117,362561,430862,-16.94,-30.11,4532371,6607809,-31.4
4532,瑞智精密,467726,435446,501632,7.41,-6.75,6272246,5817244,7.82
6605,帝寶工業,940185,890512,820446,5.57,14.59,9810254,9883073,-0.73
8222,寶一科技,55411,63651,64475,-12.94,-14.05,732343,636060,15.13
8374,羅昇,91337,92435,85842,-1.18,6.4,1361934,1597679,-14.75
8996,高力,168257,158967,142557,5.84,18.02,1741155,1490770,16.79
1603,華電,214105,235257,184153,-8.99,16.26,2769969,3463930,-20.03
1604,聲寶,959323,597602,960210,60.52,-0.09,10639242,8727187,21.9
1605,華新,4929024,4923636,5163622,0.1,-4.54,69282857,74246866,-6.68
1608,華榮,720579,647162,928444,11.34,-22.38,9705543,9945838,-2.41
1609,大亞電線,857507,532133,1002798,61.14,-14.48,9138306,9227592,-0.96
1611,中電,554059,581363,663469,-4.69,-16.49,6995924,6912830,1.2
1612,宏泰,366362,419081,399093,-12.57,-8.2,5150551,5667510,-9.12
1613,台一,418656,336133,441754,24.55,-5.22,5495517,6209410,-11.49
1614,三洋電,355717,326459,456147,8.96,-22.01,6613934,6280145,5.31
1615,大山,332349,313550,244358,5.99,36.0,3810107,3895974,-2.2
1616,億泰,204018,192623,211707,5.91,-3.63,3036291,3995265,-24.0
1617,榮星電線,266698,269782,353139,-1.14,-24.47,3736248,4758844,-21.48
1618,合機公司,197830,573560,337684,-65.5,-41.41,3986605,3440037,15.88
4930,燦星網通,113723,133316,64524,-14.69,76.24,925742,960825,-3.65
1316,上曜,18402,16085,18614,14.4,-1.13,263009,198739,32.33
1704,榮化,2666702,2487913,2435853,7.18,9.47,29668330,30281810,-2.02
1708,東鹼,251801,271697,252849,-7.32,-0.41,3220270,2782325,15.74
1709,和益化工,412760,645448,769429,-36.05,-46.35,9791906,10670807,-8.23
1710,東聯,897953,1068665,1156882,-15.97,-22.38,12271756,13874758,-11.55
1711,永光化學,421189,465236,465977,-9.46,-9.61,6092889,5436574,12.07
1712,興農,685927,617820,546981,11.02,25.4,8275034,7271008,13.8
1713,國化,58722,58612,51441,0.18,14.15,650744,577485,12.68
1714,和桐化學,1265124,1204830,1603178,5.0,-21.08,13296610,13614543,-2.33
1717,長興材料,1291129,1372280,1423282,-5.91,-9.28,16834248,18426017,-8.63
1718,中纖,1586361,1312770,1455421,20.84,8.99,16046162,16908997,-5.1
1721,三晃,128630,134699,125262,-4.5,2.68,1550680,1699264,-8.74
1722,台肥,2263803,1523840,1721365,48.55,31.51,17632211,17020366,3.59
1723,中碳,603975,546679,728733,10.48,-17.11,8256544,8915116,-7.38
1724,台硝,142576,186894,172990,-23.71,-17.58,2328169,2517739,-7.52
1725,元禎,717963,710813,602988,1.0,19.06,8938649,9149887,-2.3
1726,永記造漆,584271,572278,617603,2.09,-5.39,6591461,6436262,2.41
1727,中華化學,170145,171937,175166,-1.04,-2.86,2171446,2051508,5.84
1730,花仙子,118763,99588,120211,19.25,-1.2,1149987,1083445,6.14
1732,毛寶,62691,46878,78777,33.73,-20.41,671319,718412,-6.55
1735,日勝化,146677,176816,176635,-17.04,-16.96,1939607,1998139,-2.92
1773,勝一化工,490731,522533,527162,-6.08,-6.91,6524845,6594872,-1.06
4720,德淵企業,98836,104073,162977,-5.03,-39.35,1472597,1627288,-9.5
4722,國精化學,296689,353670,308948,-16.11,-3.96,4047481,3118797,29.77
4725,信昌化,2031382,1882133,1473454,7.92,37.86,25425674,27282709,-6.8
4733,上緯企業,96324,90518,122286,6.41,-21.23,1599274,1636349,-2.26
4755,三福化工,236228,347340,199553,-31.98,18.37,3598936,3679967,-2.2
1701,中化,235792,224376,290446,5.08,-18.81,2848521,3154339,-9.69
1707,葡萄王,265194,260489,225161,1.8,17.77,2884677,2401398,20.12
1720,生達化學,200642,192755,218313,4.09,-8.09,2198737,2086153,5.39
1729,必翔實業,60821,63340,72012,-3.97,-15.54,1217390,1198292,1.59
1731,美吾華,164454,175765,180117,-6.43,-8.69,2102626,2229140,-5.67
1733,五鼎,157958,158438,153607,-0.3,2.83,2026086,1876274,7.98
1734,杏輝藥品,149170,138449,142230,7.74,4.87,1773528,1581983,12.1
1736,喬山健康,801208,1146462,854111,-30.11,-6.19,9494634,9006965,5.41
1762,中化合成,56430,99817,83180,-43.46,-32.15,1329584,1167826,13.85
1783,和康生技,14049,16024,14912,-12.32,-5.78,221997,178874,24.1
1786,科妍,29106,23718,14732,22.71,97.56,200679,143269,40.07
1789,台灣神隆,524897,515809,533941,1.76,-1.69,4572198,3948455,15.79
3164,景岳生技,18751,19372,17522,-3.2,7.01,179034,185381,-3.42
3705,永信,38845,51374,73296,-24.38,-47.0,512530,622639,-17.68
4104,佳醫,259987,245792,305140,5.77,-14.79,3095461,3154269,-1.86
4106,雃博,127327,65759,117646,93.62,8.22,1289472,1484720,-13.15
4108,懷特,16201,16191,26295,0.06,-38.38,176648,156583,12.81
4119,旭富製藥,75075,105611,98399,-28.91,-23.7,1262572,1037853,21.65
4133,亞諾法,35525,41542,36376,-14.48,-2.33,463775,472569,-1.86
4142,國光生技,37077,4990,0,643.02,,387161,290363,33.33
4164,承業醫,111517,58531,129309,90.52,-13.75,554069,684514,-19.05
4737,華廣,108496,107635,138066,0.79,-21.41,1336859,1364771,-2.04
4746,台耀,142298,239167,248333,-40.5,-42.69,2524282,2629712,-4.0
1802,台玻,1055337,1088346,1074201,-3.03,-1.75,13244066,14236228,-6.96
1806,冠軍,317733,299139,277660,6.21,14.43,3288411,2948558,11.52
1809,中釉,168044,117747,195489,42.71,-14.03,1738125,1658154,4.82
1810,和成,314848,253272,300653,24.31,4.72,3142552,3026112,3.84
1817,凱撒衛浴,92321,88898,81502,3.85,13.27,922450,876449,5.24
1902,台紙,349421,365482,312303,-4.39,11.88,4289090,5095192,-15.82
1903,士紙,168870,201366,194276,-16.13,-13.07,2106075,2381921,-11.58
1904,正隆,1997227,2184935,2099171,-8.59,-4.85,25165764,24180311,4.07
1905,華紙,1453632,1488220,572858,-2.32,153.75,8959589,6257746,43.17
1906,寶隆,43564,49744,41712,-12.42,4.43,468380,421737,11.05
1907,永豐餘,104760,64272,1465982,62.99,-92.85,12901570,17929368,-28.04
1909,榮成,518011,539985,562393,-4.06,-7.89,6414498,6898759,-7.01
1532,勤美,340593,303304,450557,12.29,-24.4,4593640,5055280,-9.13
2002,中鋼,15239509,15399796,18317075,-1.04,-16.8,207193105,240376019,-13.8
2006,東和鋼鐵,2943712,2759506,2772437,6.67,6.17,36786539,37916578,-2.98
2007,燁興公司,576920,442591,706932,30.35,-18.39,7935639,10299905,-22.95
2008,高興昌,127390,125682,400335,1.35,-68.17,2212158,5234351,-57.73
2009,第一伸銅,285605,272789,356118,4.69,-19.8,4166969,5520129,-24.51
2010,春源鋼鐵,1225761,1333281,1489146,-8.06,-17.68,17381009,17679286,-1.68
2012,春雨,300588,275174,288429,9.23,4.21,3854852,4467395,-13.71
2013,中鋼構,1878471,1554100,1357401,20.87,38.38,15024374,13679779,9.82
2014,中鴻,4004547,3123592,3231167,28.2,23.93,42158482,45634729,-7.61
2015,豐興鋼鐵,2750892,2916567,3333594,-5.68,-17.47,34199656,38602616,-11.4
2017,官田鋼,479866,440014,420695,9.05,14.06,5620483,6267491,-10.32
2020,美亞鋼管,435516,418634,418231,4.03,4.13,4972893,5454579,-8.83
2022,聚亨,298271,252067,141743,18.33,110.43,2673197,2361916,13.17
2023,燁輝,2293568,2308008,2523507,-0.62,-9.11,27642322,32869415,-15.9
2024,志聯工業,138357,124554,132136,11.08,4.7,1631635,1942720,-16.01
2025,千興,246189,247215,245941,-0.41,0.1,2703258,6416504,-57.87
2027,大成鋼,822904,722843,1054988,13.84,-21.99,9605511,10714106,-10.34
2028,威致鋼鐵,1014216,826526,769492,22.7,31.8,10030625,10878222,-7.79
2029,盛餘,1074659,1225225,1350737,-12.28,-20.43,15497071,17533499,-11.61
2030,彰源,848845,874985,1192527,-2.98,-28.81,12409321,15160141,-18.14
2031,新光鋼,703186,725180,535168,-3.03,31.39,7326921,7273354,0.73
2032,新鋼工業,367372,323232,437544,13.65,-16.03,4175241,5014726,-16.74
2033,佳大世界,79519,99531,91936,-20.1,-13.5,1061624,1082332,-1.91
2034,允強,1773409,1818252,2346259,-2.46,-24.41,24249640,27399375,-11.49
2038,海光企業,1009791,994836,1224266,1.5,-17.51,12883129,14390378,-10.47
3004,豐達科技,197228,57054,181753,245.68,8.51,1254705,964727,30.05
5007,三星科技,380294,327153,467306,16.24,-18.61,5035169,6172996,-18.43
9958,世紀鋼構,421821,415460,157207,1.53,168.32,3364165,1714226,96.24
2101,南港輪胎,365410,353532,468129,3.35,-21.94,5783608,6233675,-7.21
2102,泰豐輪胎,344088,326054,511730,5.53,-32.75,5366116,6934700,-22.61
2103,台橡,1277287,1149669,2338326,11.1,-45.37,17056436,20612158,-17.25
2104,中橡,344220,384513,461769,-10.47,-25.45,5605440,6097556,-8.07
2105,正新,2035276,1919976,2425335,6.0,-16.08,25093877,24460652,2.58
2106,建大,518914,469447,611992,10.53,-15.2,6462493,6176533,4.62
2107,厚生,222661,256220,364571,-13.09,-38.92,3423468,3657044,-6.38
2108,南帝化工,433646,401015,556627,8.13,-22.09,5510754,6604925,-16.56
2109,華豐橡膠,208549,216718,231173,-3.76,-9.78,2536448,2494034,1.7
2114,鑫永銓,196652,182802,150380,7.57,30.77,2226529,1965618,13.27
2201,裕隆汽車,2247610,2011550,1864470,11.73,20.54,35128287,38664493,-9.14
2204,中華汽車,1916492,1883497,2600947,1.75,-26.31,33836593,35913458,-5.78
2206,三陽工業,1639218,1802008,1775976,-9.03,-7.7,23661497,23423652,1.01
2207,和泰汽車,4815631,8473398,6590460,-43.16,-26.93,89662323,85972582,4.29
2227,裕隆日產,1871212,1439610,2016862,29.98,-7.22,29134836,32117327,-9.28
1437,勤益投控,52271,59198,60665,-11.7,-13.83,855530,1191038,-28.16
2302,麗正,19156,23530,25921,-18.58,-26.09,324046,338573,-4.29
2303,聯電,7796821,9010065,8104902,-13.46,-3.8,105998159,105879723,0.11
2311,日月光,5885953,6655917,5527698,-11.56,6.48,72926652,69439165,5.02
2325,矽品,4179939,4843140,4693979,-13.69,-10.95,57710115,56553390,2.04
2329,華泰電子,743310,741405,907696,0.25,-18.11,9960169,10349239,-3.75
2330,台積電,36558773,43644278,30566947,-16.23,19.6,499871887,418245493,19.51
2337,旺宏,1444156,1961403,2088731,-26.37,-30.85,23888847,27843673,-14.2
2338,光罩,132473,140005,140671,-5.37,-5.82,1670139,1820107,-8.23
2342,茂矽,111401,135197,102677,-17.6,8.49,1842381,3344370,-44.91
2344,華邦電,1845351,2167592,1831065,-14.86,0.78,25418819,27214454,-6.59
2351,順德,485566,569847,575992,-14.79,-15.69,6755470,7759211,-12.93
2363,矽統科技,38737,45341,15378,-14.56,151.89,480424,1402296,-65.74
2369,菱生,425307,456818,393839,-6.89,7.99,5802458,5821560,-0.32
2379,瑞昱,1906442,2123402,1838968,-10.21,3.66,24613536,21896274,12.4
2388,威盛電子,271600,244418,267280,11.12,1.61,3363156,4247839,-20.82
2401,凌陽科技,232058,221920,256196,4.56,-9.42,3141160,3599747,-12.73
2408,南亞科,2113573,2668813,2008611,-20.8,5.22,32478098,36741281,-11.6
2434,統懋,53019,45730,52493,15.93,1.0,496029,746729,-33.57
2436,偉詮電,133997,154031,136603,-13.0,-1.9,1956080,2087148,-6.27
2441,超豐電子,631574,683118,628694,-7.54,0.45,9074658,8722413,4.03
2449,京元電,1021476,1102672,937937,-7.36,8.9,12686814,11526126,10.07
2451,創見資訊,1725460,2499145,2070447,-30.95,-16.66,25385368,29150395,-12.91
2454,聯發科,4888001,5904465,4589576,-17.21,6.5,63474029,53843523,17.88
2458,義隆,523809,611706,421921,-14.36,24.14,7232691,5197410,39.15
2481,強茂,368341,365909,468465,0.66,-21.37,4948930,5158900,-4.07
3006,晶豪科技,406918,463712,411102,-12.24,-1.01,5281674,5435567,-2.83
3014,聯陽,271537,260516,274802,4.23,-1.18,3656802,3920157,-6.71
3016,嘉晶,62658,67044,29088,-6.54,115.4,736579,809851,-9.04
3034,聯詠,3334293,3613738,2552279,-7.73,30.63,37010890,35034265,5.64
3035,智原,540014,757575,480518,-28.71,12.38,8101286,5324800,52.14
3041,揚智,372952,326348,459204,14.28,-18.78,4923999,3653313,34.78
3054,萬國科技,138327,237000,439998,-41.63,-68.56,2736561,2317240,18.09
3094,聯傑國際,30899,27803,23782,11.13,29.92,355403,337972,5.15
3189,景碩科技,1465301,1475554,1424397,-0.69,2.87,17651784,16870553,4.63
3257,虹冠電,43518,43519,42185,-0.0,3.15,536791,544256,-1.37
3443,創意電子,627062,815269,773521,-23.08,-18.93,9013760,9147243,-1.45
3474,華亞科,3182373,2970834,2808650,7.12,13.3,35295987,37385141,-5.58
3519,綠能,739998,768721,880588,-3.73,-15.96,9836416,18615659,-47.16
3532,台勝科,698313,713757,541607,-2.16,28.93,9510459,8485152,12.08
3545,敦泰,633144,657597,252429,-3.71,150.82,5006666,4165468,20.19
3559,全智科,89001,85872,75757,3.64,17.48,1044443,1034001,1.0
3579,尚志,28231,31168,17802,-9.42,58.58,439374,594977,-26.15
3583,辛耘,152845,202129,236761,-24.38,-35.44,1808101,1762881,2.56
3588,通嘉,68034,78044,70307,-12.82,-3.23,1082371,973660,11.16
3598,奕力,941182,862635,634405,9.1,48.35,10549421,9059545,16.44
3686,達能,37168,38496,73569,-3.44,-49.47,902783,3869107,-76.66
4919,新唐科技,488498,533235,486089,-8.38,0.49,7160090,7090283,0.98
4952,凌通科技,172393,187484,153020,-8.04,12.66,2930468,3263786,-10.21
5269,祥碩科技,96081,101610,107247,-5.44,-10.41,1605143,1446302,10.98
5285,界霖,155407,151049,120963,2.88,28.47,1722195,1852736,-7.04
5305,敦南科技,461124,546258,483382,-15.58,-4.6,6799431,7078718,-3.94
5471,松翰科技,233122,223269,203867,4.41,14.35,3321322,3383222,-1.82
6202,盛群,241416,309156,228854,-21.91,5.48,3365511,3319526,1.38
6239,力成,1903519,2034418,2656066,-6.43,-28.33,25320587,36795073,-31.18
6243,迅杰,71050,68211,50122,4.16,41.75,867477,937148,-7.43
6257,矽格,375788,402650,375788,-6.67,0.0,4433847,4338948,2.18
6271,同欣電子,608658,720650,502483,-15.54,21.13,6970347,6235509,11.78
6286,立錡,828665,858305,804920,-3.45,2.94,11019853,10682840,3.15
8016,矽創電子,420393,451833,337922,-6.95,24.4,4854659,4332211,12.05
8081,致新,307799,385326,345274,-20.11,-10.85,4682347,4776095,-1.96
8110,華東,658278,633263,510854,3.95,28.85,7668575,7640810,0.36
8131,福懋科技,741579,790155,910169,-6.14,-18.52,10654155,11884443,-10.35
8150,南茂科技,1364258,1426309,1302704,-4.35,4.72,16995004,15981987,6.33
8261,富鼎,151282,157656,206395,-4.04,-26.7,2297669,2952140,-22.16
8271,宇瞻科技,530901,608186,687102,-12.7,-22.73,7451839,8914529,-16.4
2301,光寶科技,6582696,6487130,6978286,1.47,-5.66,76744337,94601919,-18.87
2305,全友電腦,27900,18164,9083,53.6,207.16,179310,141727,26.51
2324,仁寶電腦,55130955,56761479,46969682,-2.87,17.37,607679573,649477508,-6.43
2331,精英,4266690,3699519,4482366,15.33,-4.81,47570816,58924468,-19.26
2352,佳世達,5197459,5608745,6928367,-7.33,-24.98,75127001,69143625,8.65
2353,宏��,29417818,24356635,33034253,20.77,-10.94,359888162,405713868,-11.29
2356,英業達,28847299,29556171,29290815,-2.39,-1.51,320465450,338417357,-5.3
2357,華碩,30473306,39643649,24545401,-23.13,24.15,375118873,317669775,18.08
2358,廷鑫,145205,168289,53079,-13.71,173.56,861983,554805,55.36
2361,鴻友科技,18700,15233,68793,22.75,-72.81,617355,1155099,-46.55
2362,藍天,853978,928097,840270,-7.98,1.63,11685475,11020446,6.03
2364,倫飛電腦,54636,68155,193338,-19.83,-71.74,1104148,1909906,-42.18
2365,昆盈企業,534112,644946,629763,-17.18,-15.18,7512894,8056458,-6.74
2376,技嘉,3115451,3848745,2754430,-19.05,13.1,42141115,42664606,-1.22
2377,微星科技,4677424,5696622,5242322,-17.89,-10.77,65695994,74616360,-11.95
2380,虹光精密,172505,315712,272013,-45.36,-36.58,2788471,2889498,-3.49
2382,廣達,74801695,84944177,91073626,-11.94,-17.86,965370316,1060512621,-8.97
2385,群光電子,3586626,2587932,1779774,38.59,101.52,23342600,18040687,29.38
2387,精元電腦,151035,179064,125153,-15.65,20.68,1805663,1808505,-0.15
2395,研華,1584211,1683574,1560386,-5.9,1.52,19583891,18619755,5.17
2397,友通資訊,111482,163998,123080,-32.02,-9.42,1678637,1521668,10.31
2399,映泰,405155,405017,399672,0.03,1.37,4976652,6904583,-27.92
2405,浩鑫,147225,112238,41781,31.17,252.37,1989517,2245411,-11.39
2417,圓剛,74928,81128,109372,-7.64,-31.49,1226197,1804179,-32.03
2424,隴華電子,1119,933,5831,19.93,-80.8,75225,129396,-41.86
2425,承啟,327189,303386,6588,7.84,4866.43,2326279,616775,277.16
2442,新美齊,59396,66873,43976,-11.18,35.06,666138,504513,32.03
2465,麗臺科技,212465,155400,175382,36.72,21.14,2216747,2431964,-8.84
3002,歐格電子,40462,43695,38178,-7.39,5.98,543757,423422,28.41
